,review,polarity,division
1607,good product,0.7,positive
1670,good product,0.7,positive
1686,good product,0.7,positive
1865,good product,0.7,positive
1888,good product,0.91,positive
2055,good product,0.7,positive
2061,good product,0.7,positive
2077,good product,0.7,positive
2201,good product,0.7,positive
2260,good product,0.91,positive
2277,good product,0.91,positive
2497,good product,0.7,positive
2530,good product,0.7,positive
2574,good product,0.7,positive
2603,good product,0.7,positive
2604,good product,0.7,positive
2694,good product,0.7,positive
2712,good product,0.7,positive
2821,good product,0.7,positive
2857,good product,0.7,positive
2899,good product,0.7,positive
2940,good product,0.7,positive
2944,good product,0.7,positive
2969,good product,0.7,positive
3032,good product,0.7,positive
3138,good product,0.91,positive
3234,good product,0.7,positive
3238,good product,0.7,positive
3337,good product,0.91,positive
3355,good product,0.7,positive
3388,good product,0.7,positive
3405,good product,0.7,positive
3410,good product,0.7,positive
3414,good product,0.7,positive
3445,good product,0.7,positive
3568,good product,0.7,positive
3592,good product,0.7,positive
3637,good product,0.91,positive
3653,good product,0.7,positive
3698,good product,0.7,positive
3703,good product,0.7,positive
3710,good product,0.7,positive
3732,good product,0.7,positive
3744,good product,0.91,positive
3757,good product,0.7,positive
3779,good product,0.7,positive
3857,good product,0.91,positive
3868,good product,0.7,positive
3915,good product,0.91,positive
3918,good product,0.7,positive
3925,good product,0.7,positive
3963,good product,0.91,positive
3975,good product,0.7,positive
4033,good product,0.7,positive
4051,good product,0.7,positive
4111,good product,0.7,positive
1361,good product advertise recommend,0.7,positive
938,good product affordable price recongnises voice wide variety usage,0.405,positive
3565,good product alex good sound quality must buy,0.67,positive
3395,good product amazon,0.7,positive
3768,good product amazon,0.7,positive
3985,good product amazon,0.91,positive
3035,good product amazon alexa funny assistant will like,0.6175,positive
295,good product amazon come hat off fun talk alexa alexa provide us day day information though upgradations also require alexa softwarethere one drawback product sound quality improper balance bass treble bass lot compare treble speech clarity decrease decrease treblei hope upcoming echo gen make keep everything mind,0.23,positive
48,good product amazon intelligent respond also loudness good youll dont need speakers if size room medium small sound quality good bass ok answer thing correctlycons sometimes if youre play song full sound youre not close device shout say things properly if want alexa work properlyvery entertain device use different good ways n work help alot go if youre get good price otherwise go gen one good quality speakers,0.4138,positive
1257,good product amazon like sound quality control home also good design,0.67,positive
802,good product amazon worth buy need include kannada language along hindi english will become much popular,0.42,positive
3704,good product appreciate thanksi really like,0.45,positive
1343,good product bluetooth speaker but alexa assistant software need improve recognise correct translation if not say right translation say dont no but overall good product,0.4214,positive
447,good product but alexa must upgrade skills like voice lock continuous conversation cant continue covo alexa thats somewhat disappoint,0.155,positive
2785,good product but bluetooth voice low,0.35,positive
1363,good product but confuse sometimes grat sound quality better google home sound feature google home would great choice,0.4,positive
943,good product but consider tamil songs time start song,0.35,positive
1197,good product but dont like system charge keep charge every timeif remove charger alexa will get offthere no battery lifewhile travel cant carry us,0.7,positive
485,good product but if amazon allow alexa search google also search could much better,0.6,positive
3643,good product but ios device easy use android user complicate android userbest device google home mini,0.2111,positive
3940,good product but issue connect internet,0.91,positive
934,good product but power adapter make thin wire,0.15,positive
618,good product but sometimes not find exact net,0.3167,positive
694,good product but sometimes not listen voice volume little highleading irritation sometimes,0.2562,positive
1493,good product but time didnt respond get worth sound quality good but not loud not good base good small room but not big room hall,0.15,positive
2376,good product but time doesnt respond us,0.7,positive
590,good product but time say sorry didnt get annoy,-0.075,negative
3140,good product buy,0.7,positive
501,good product buy eoss around make sure buy whenever product cheaper regular price wait amazon big sale period,0.3,positive
1040,good product buy no problem,0.7,positive
2854,good product change ordinary home smart home,0.2914,positive
1627,good product children enjoy lot dance sing play alexa also good old malayalam songs also,0.5525,positive
3329,good product children like product alexa become family member,0.7,positive
1331,good product compact aesthetically sound feature echo model absolutely love kid,0.575,positive
2002,good product doesnt recognise kid voice well,0.45,positive
593,good product easy install get offer voice recognition excellent even alexa catch year old sons voice rhymesthanks amazon,0.4067,positive
824,good product easy pair devices sound quality not good expect,0.3347,positive
362,good product echo dot device alexa recognize voice quickly give reply connect devices also work well echo dot device sound put also loud clear,0.3887,positive
3559,good product ensure will work excellently,0.955,positive
2196,good product entertain,0.675,positive
1407,good product feature however need improve online search,0.91,positive
2240,good product get job do,0.7,positive
2354,good product good auromation music but lack interna battery,0.7,positive
